# word	per_million
一分為二	0.7715
青溪	0.7715
攝入	0.7715
速戰速決	0.7714
榮華	0.7714
獨獨	0.7713
食品廠	0.7713
分割成	0.7713
蓮池潭	0.7712
惠民	0.7712
公交	0.7711
滑進	0.7711
系譜	0.7711
百里香	0.7710
心悅誠服	0.7710
舍利	0.7709
點出來	0.7709
惡勢力	0.7709
補進	0.7708
滷肉	0.7708
咖啡壺	0.7708
胃病	0.7708
渣渣	0.7707
臺東縣	0.7707
長男	0.7706
滲透壓	0.7706
方糖	0.7706
擋路	0.7705
炎	0.7705
精壯	0.7704
梧桐	0.7703
嘰嘰喳喳	0.7703
關子	0.7702
辟	0.7702
梭	0.7701
雲煙	0.7701
飄盪	0.7701
車齡	0.7701
克雷	0.7701
高農	0.7700
總店	0.7700
議處	0.7700
基因組	0.7700
蠻幹	0.7699
張騫	0.7699
新潮流	0.7698
欣欣	0.7698
引爆點	0.7698
自刎	0.7698
翻天覆地	0.7697
相好	0.7697
扭腰	0.7697
破土	0.7696
逼宮	0.7696
周身	0.7696
洛陽市	0.7695
直播	0.7694
令尊	0.7694
商朝	0.7693
伙計	0.7693
驅蟲	0.7693
名臣	0.7693
三三兩兩	0.7693
矢志	0.7693
多氯聯苯	0.7692
滴滴答答	0.7692
洛陽城	0.7692
伸港	0.7692
鹿皮	0.7692
少尉	0.7691
解鎖	0.7691
男僕	0.7689
橫樑	0.7688
貯藏	0.7687
函館	0.7687
拈花惹草	0.7687
戛然	0.7686
冷媒	0.7686
利馬	0.7686
吊起	0.7686
開去	0.7686
煩死	0.7685
精義	0.7684
永世	0.7683
咬合	0.7682
頭昏腦脹	0.7682
圖文並茂	0.7682
褶	0.7682
風紀	0.7681
哈爾	0.7681
放牛班	0.7681
周小川	0.7680
火星人	0.7680
濫情	0.7679
線頭	0.7679
引信	0.7679
賀歲片	0.7679
因公	0.7678
茶經	0.7677
轎夫	0.7677
決勝負	0.7677
教務處	0.7677
收網	0.7677
寒山	0.7676
音律	0.7675
豔紅	0.7675
明早	0.7674
斜視	0.7674
照面	0.7674
包給	0.7673
智性	0.7673
橫流	0.7673
石城	0.7673
福星	0.7672
合寫	0.7671
老爺子	0.7670
濾掉	0.7670
難以為繼	0.7670
屈臣氏	0.7669
站姿	0.7668
前哨	0.7668
流行語	0.7668
駛往	0.7668
到站	0.7668
九十年代	0.7668
唐美雲	0.7667
歡歡喜喜	0.7667
製法	0.7666
字音	0.7666
設點	0.7666
望出去	0.7666
人去樓空	0.7666
庭審	0.7665
雙螺旋	0.7664
瞟	0.7664
出口量	0.7664
對看	0.7663
旅次	0.7663
跑壘	0.7662
風濕性	0.7662
賴以為生	0.7661
違禁品	0.7661
不可諱言	0.7661
觀音鄉	0.7661
郭沫若	0.7660
助產士	0.7660
巴特勒	0.7659
商戰	0.7659
史冊	0.7659
地理學	0.7658
小布	0.7658
著眼點	0.7658
受洗	0.7658
收款	0.7658
衝下	0.7657
傷心欲絕	0.7657
懺	0.7657
甬道	0.7657
坦尚尼亞	0.7656
逍遙法外	0.7656
金牛	0.7656
伍茲	0.7656
高筋	0.7655
常備	0.7655
牛馬	0.7654
信實	0.7654
十七八	0.7654
馬克吐溫	0.7653
變薄	0.7653
單體	0.7653
老朽	0.7652
絕學	0.7652
瞭如指掌	0.7652
三十三年	0.7651
克雷格	0.7651
晦澀	0.7651
落髮	0.7650
月票	0.7650
轉角處	0.7649
深潭	0.7649
萬分之一	0.7649
推下	0.7648
疑懼	0.7648
夜鷺	0.7647
當掉	0.7646
平王	0.7646
鋼廠	0.7646
南段	0.7646
減排	0.7646
生蠔	0.7646
變出來	0.7645
繞射	0.7645
積習	0.7645
應召	0.7645
神界	0.7645
馨香	0.7645
盛京	0.7644
傷風	0.7644
滿洲人	0.7644
練習曲	0.7644
玉帝	0.7643
草莽	0.7643
低血壓	0.7643
老毛病	0.7642
空城	0.7641
巴陵	0.7641
花蓮溪	0.7640
澎湖群島	0.7639
昇平	0.7639
焦土	0.7639
默念	0.7639
羣	0.7639
踰越	0.7639
杉林溪	0.7639
小池	0.7636
瑋	0.7636
校閱	0.7635
厭食症	0.7635
法事	0.7635
妍	0.7635
四濺	0.7635
母鴨	0.7635
久留	0.7634
張柏芝	0.7634
價值連城	0.7634
騎射	0.7633
俄語	0.7633
德蘭	0.7633
非人	0.7633
印刷術	0.7633
拘留所	0.7633
騾	0.7632
改信	0.7632
挺舉	0.7632
鄂	0.7631
打蛋	0.7631
中路	0.7630
妙齡	0.7629
東陽	0.7629
商事	0.7629
椰	0.7629
南越	0.7628
海冰	0.7626
回補	0.7626
沈富雄	0.7625
栗	0.7625
共同社	0.7624
世局	0.7624
餃	0.7624
豆薯	0.7621
副司令	0.7621
載入	0.7621
救到	0.7621
謁見	0.7621
鵪鶉	0.7620
負利率	0.7620
暴發戶	0.7619
夜車	0.7619
儀仗	0.7619
溢價	0.7618
探底	0.7618
南華早報	0.7617
陳勝福	0.7617
橙汁	0.7617
充任	0.7617
堪薩斯州	0.7617
劉伯溫	0.7617
下月	0.7616
鰻	0.7616
神會	0.7616
描繪成	0.7615
倒敘	0.7614
戴克辛	0.7614
店頭	0.7614
撕碎	0.7614
刻本	0.7613
爾雅	0.7612
靶場	0.7612
義勇軍	0.7612
武士刀	0.7612
你倆	0.7611
泡芙	0.7611
苦幹	0.7610
搭理	0.7610
談不攏	0.7609
有恃無恐	0.7609
殺光	0.7609
走馬上任	0.7609
沒沒無聞	0.7608
藏到	0.7608
恰如	0.7608
大紅色	0.7606
剽竊	0.7606
喇	0.7606
舖設	0.7606
經學	0.7606
借出	0.7605
開膛	0.7605
鳳凰木	0.7605
京官	0.7605
入市	0.7603
避震器	0.7603
斷橋	0.7603
收完	0.7603
五世紀	0.7603
馬爾	0.7602
電鋸	0.7602
墓誌銘	0.7601
不拘小節	0.7601
爭先	0.7601
玻利維亞	0.7600
倍受	0.7599
于右任	0.7599
仰起	0.7599
祁山	0.7598
甜瓜	0.7598
簽約金	0.7597
細胞壁	0.7597
補償費	0.7597
千代	0.7597
港督	0.7596
哀慟	0.7595
開胃菜	0.7595
無依無靠	0.7595
通州	0.7595
生命史	0.7595
合併為	0.7594
敗筆	0.7594
坐起	0.7593
立業	0.7592
沉積岩	0.7592
銅模	0.7592
豁然	0.7592
交流會	0.7591
利得	0.7591
慰	0.7591
王侯	0.7591
無底洞	0.7591
站直	0.7590
敵機	0.7590
武夷山	0.7589
明朗化	0.7589
無孔不入	0.7589
謁	0.7588
黃鶴	0.7588
靖	0.7588
摩	0.7588
達觀	0.7587
開箱	0.7587
獨生子女	0.7587
中後期	0.7587
無往不利	0.7586
名實	0.7585
讒言	0.7585
舒爽	0.7585
老總	0.7585
腦殼	0.7584
特洛伊	0.7584
貨主	0.7583
訓練出	0.7583
呦	0.7583
撞斷	0.7581
國安法	0.7581
動粗	0.7581
鉅款	0.7581
合用	0.7581
碗粿	0.7580
片區	0.7580
生員	0.7580
惜物	0.7580
大惑不解	0.7580
鮑威爾	0.7579
剷平	0.7578
護佑	0.7577
榨菜	0.7577
操之過急	0.7576
冷峻	0.7576
蒙馬特	0.7576
性狀	0.7576
賒	0.7576
米爾頓	0.7575
檢點	0.7574
凶悍	0.7574
傾家蕩產	0.7573
附小	0.7573
自打	0.7573
點擊	0.7572
細究	0.7572
林口區	0.7571
彭博社	0.7571
肉毒	0.7571
主考官	0.7571
尊號	0.7571
送至	0.7571
論據	0.7571
人類史	0.7570
初試	0.7570
虛耗	0.7570
啪啪	0.7570
瞭望台	0.7569
卡門	0.7569
選風	0.7568
萬法	0.7567
鍊金術	0.7567
薩	0.7567
東海道	0.7566
晚風	0.7566
莘莘學子	0.7566
小抄	0.7565
平添	0.7565
聒噪	0.7564
正人君子	0.7564
竹簾	0.7564
概念性	0.7564
牌照稅	0.7563
異位	0.7563
催淚	0.7563
富源	0.7563
貨色	0.7562
傷神	0.7561
箕	0.7560
痛覺	0.7560
軟式	0.7559
異形	0.7559
乾裂	0.7558
辟邪	0.7558
硬化症	0.7558
有情人	0.7558
離題	0.7558
五線譜	0.7558
招牌菜	0.7556
清福	0.7556
男聲	0.7556
締約國	0.7556
瞌睡	0.7556
死難	0.7556
歪七扭八	0.7554
裡裡外外	0.7554
總司令部	0.7554
褚	0.7554
執迷不悟	0.7553
禁菸	0.7553
識相	0.7553
連接起來	0.7553
未爆彈	0.7553
思源	0.7552
家丁	0.7552
港市	0.7552
甘冒	0.7552
史博館	0.7552
追根究底	0.7552
甄嬛傳	0.7552
如臨大敵	0.7551
萬金	0.7551
出草	0.7551
經血	0.7551
西洋人	0.7550
餽贈	0.7549
節理	0.7548
鎩羽	0.7548
送死	0.7548
外部性	0.7548
去蕪存菁	0.7548
白花花	0.7548
金粉	0.7547
團體活動	0.7546
博物學家	0.7546
聯播	0.7546
悠長	0.7545
跌停	0.7545
外環	0.7545
商管	0.7545
抗命	0.7544
星戰	0.7544
復歸	0.7544
訣別	0.7544
炒鍋	0.7543
橫溢	0.7542
正心	0.7542
開鏡	0.7541
攔車	0.7540
殃及	0.7539
淚液	0.7539
白沙灣	0.7539
進球	0.7538
套路	0.7538
上漆	0.7538
唇舌	0.7537
苗頭	0.7536
安慶	0.7536
資料館	0.7536
杏仁核	0.7536
國本	0.7535
紅玉	0.7535
太陽報	0.7534
馬可波羅	0.7533
阿普	0.7533
相宜	0.7533
溫婉	0.7532
廿世紀	0.7532
責令	0.7532
八哥	0.7531
前總理	0.7531
窺伺	0.7531
譙	0.7530
調換	0.7528
西洋芹	0.7528
平鎮市	0.7528
玉璽	0.7526
傘兵	0.7524
活捉	0.7523
科考	0.7523
轉正	0.7523
翠翠	0.7522
繳械	0.7522
行刺	0.7522
奪眶而出	0.7520
天花亂墜	0.7520
馬太	0.7519
龍泉	0.7519
任免	0.7519
空房	0.7518
劉雲山	0.7518
蒼穹	0.7518
禎	0.7517
高田	0.7517
古典樂	0.7517
咬起來	0.7516
海頓	0.7516
死於非命	0.7516
矮子	0.7516
士官長	0.7515
起坐	0.7515
讓開	0.7515
報效	0.7515
止渴	0.7515
深入到	0.7514
扭頭	0.7514
加油添醋	0.7514
香蕉皮	0.7513
米高梅	0.7513
發青	0.7513
后羿	0.7512
做案	0.7512
小李	0.7511
步向	0.7511
擊打	0.7511
對摺	0.7511
笑語	0.7510
嗚呼	0.7510
鱟	0.7510
鬩牆	0.7509
干城	0.7509
節義	0.7509
求知慾	0.7508
發行商	0.7508
主動式	0.7508
鋼盔	0.7508
上調	0.7508
簫	0.7508
蝨子	0.7507
脂粉	0.7507
魚餌	0.7507
抹掉	0.7507
斛	0.7506
海難	0.7506
田產	0.7506
抽打	0.7505
如雲	0.7504
順口溜	0.7502
聽候	0.7502
商展	0.7501
混進	0.7500
盜汗	0.7500
著床	0.7500
收購案	0.7499
聲息	0.7498
督脈	0.7498
如初	0.7497
阿育王	0.7497
信士	0.7496
告上	0.7496
海權	0.7496
惠帝	0.7496
舉薦	0.7495
眉心	0.7495
口器	0.7495
明礬	0.7493
臭罵	0.7492
暴跳如雷	0.7491
充盈	0.7490
失速	0.7490
吹動	0.7490
實績	0.7490
榨取	0.7490
值不值得	0.7489
水下	0.7489
摧	0.7489
勒戒	0.7489
天主教會	0.7488
炒麵	0.7488
神武	0.7486
隱情	0.7486
對照表	0.7485
污點	0.7485
凝血劑	0.7485
複述	0.7485
分法	0.7485
台灣版	0.7484
年輕力壯	0.7484
參與度	0.7483
笑場	0.7483
外國語	0.7483
腳踏	0.7483
唇齒	0.7482
叫停	0.7481
男女生	0.7481
急用	0.7481
跑下	0.7480
譯介	0.7480
桌曆	0.7480
巨蟹座	0.7480
過當	0.7479
淡漠	0.7479
封死	0.7479
遊騎兵	0.7479
神勇	0.7478
偎	0.7477
賦詩	0.7477
甘於	0.7477
訓示	0.7477
嚴查	0.7476
念力	0.7476
水盆	0.7476
滿堂彩	0.7476
動產	0.7475
性能力	0.7474
薯	0.7473
長濱鄉	0.7472
乳酸菌	0.7471
貧富不均	0.7471
武英殿	0.7471
說定	0.7471
悲愴	0.7471
汽油彈	0.7471
港片	0.7470
卓榮泰	0.7469
支支吾吾	0.7469
停到	0.7469
逗點	0.7469
舞池	0.7469
安生	0.7469
隴	0.7468
海龍	0.7468
黍	0.7468
癡呆症	0.7467
迫降	0.7467
寶成	0.7467
紅火	0.7467
快刀	0.7467
倒映	0.7466
篝火	0.7466
小溪	0.7465
本我	0.7465
米娜	0.7465
醉倒	0.7463
馬斯	0.7463
鳳翔	0.7463
倡	0.7462
追訴權	0.7462
醜態	0.7462
哈達	0.7462
合擊	0.7462
開成	0.7462
游擊戰	0.7461
秦淮河	0.7460
觀塘	0.7460
明尼蘇達州	0.7460
菜種	0.7459
忍辱負重	0.7459
羊男	0.7458
淺藍色	0.7458
石棺	0.7458
豈有此理	0.7458
見諒	0.7457
北埔鄉	0.7457
相對性	0.7456
山本	0.7456
合戰	0.7456
綠色和平	0.7454
芸	0.7453
集散	0.7453
信差	0.7453
憤懣	0.7452
成都市	0.7452
病體	0.7452
漢唐	0.7452
漢聲	0.7452
強效	0.7451
氣不過	0.7451
瘟	0.7451
偷盜	0.7450
戊	0.7449
轉台	0.7449
串起來	0.7449
輩份	0.7447
到位	0.7447
顫慄	0.7445
鳳山縣	0.7445
信教	0.7444
檔案夾	0.7444
接龍	0.7444
賓	0.7443
兄弟象	0.7443
來此	0.7443
窺看	0.7442
跨步	0.7441
日日夜夜	0.7439
血量	0.7439
少奶奶	0.7439
季度	0.7438
陸海	0.7438
楊玉環	0.7437
熱呼呼	0.7437
後視鏡	0.7436
呆住	0.7436
黑醋	0.7436
長柄	0.7435
秋後	0.7435
滄海桑田	0.7434
劈開	0.7433
用之不竭	0.7432
補補	0.7431
大黃蜂	0.7431
中關村	0.7431
照見	0.7430
彌留	0.7430
切下	0.7429
興兵	0.7428
拉森	0.7428
柯克	0.7428
異質性	0.7428
無窮盡	0.7427
青年節	0.7427
康健	0.7426
庚	0.7426
妲	0.7425
盲生	0.7425
當仁不讓	0.7424
光能	0.7424
蜜糖	0.7424
劍潭	0.7423
大雅區	0.7423
避嫌	0.7423
袁氏	0.7422
欠費	0.7422
交還給	0.7422
如虎添翼	0.7421
桁架	0.7421
傷科	0.7420
賑濟	0.7420
低胸	0.7420
慕斯	0.7419
整合型	0.7419
規範性	0.7419
旗鼓相當	0.7418
莿桐鄉	0.7417
糜爛	0.7417
腳板	0.7417
譁眾取寵	0.7416
人民黨	0.7416
小玲	0.7415
大搞	0.7415
徵候	0.7415
群情激憤	0.7415
雞隻	0.7415
削去	0.7415
汙漬	0.7414
妻妾	0.7414
彭博	0.7414
陸海空	0.7413
麻藥	0.7413
衝回	0.7413
迅猛	0.7413
萬戶	0.7413
娃娃車	0.7412
蓋滿	0.7411
賓拉登	0.7411
總管理處	0.7411
屏科大	0.7411
會堂	0.7410
公鹿	0.7409
洛克菲勒	0.7409
專司	0.7409
排排	0.7409
午覺	0.7408
湧動	0.7408
開港	0.7407
殺傷	0.7407
議席	0.7407
叭	0.7407
吉普賽人	0.7407
紀念性	0.7407
營業員	0.7406
土塊	0.7406
從影	0.7405
南方人	0.7405
恭順	0.7404
補考	0.7404
靈山	0.7403
發報器	0.7403
污濁	0.7403
高家	0.7403
紙質	0.7403
團契	0.7402
預熱	0.7402
探子	0.7402
見客	0.7401
恍神	0.7401
眉飛色舞	0.7401
小月	0.7400
下策	0.7400
梯隊	0.7399
框定	0.7398
賺不了	0.7398
鋼鐵業	0.7398
布蘭	0.7397
散散步	0.7396
意者	0.7395
載客量	0.7394
浩蕩	0.7394
澳洲人	0.7394
深水區	0.7393
面帶笑容	0.7393
卷軸	0.7392
裘	0.7392
女童軍	0.7391
力有未逮	0.7390
穿堂	0.7390
吸住	0.7389
陳腔濫調	0.7387
邱義仁	0.7387
豆苗	0.7387
敬上	0.7386
茲事體大	0.7384
吹向	0.7384
布幔	0.7383
住下	0.7383
入室	0.7383
先導	0.7382
格蘭特	0.7382
里約熱內盧	0.7381
慈父	0.7381
餐巾	0.7381
心跳聲	0.7380
超渡	0.7380
衝鋒槍	0.7380
收件人	0.7379
平行線	0.7379
開過去	0.7379
搧風	0.7378
應力	0.7378
戀曲	0.7378
夏洛克	0.7378
汲	0.7377
兵荒馬亂	0.7377
決算	0.7377
實測	0.7377
鉅子	0.7376
拉低	0.7375
飭	0.7375
歇腳	0.7375
句號	0.7375
紫羅蘭	0.7375
洪家	0.7374
敦	0.7374
植樹節	0.7374
安祥	0.7374
醍醐	0.7374
稟賦	0.7373
腎病	0.7373
化做	0.7373
做買賣	0.7372
隙縫	0.7372
公共性	0.7372
權杖	0.7372
作品展	0.7371
漢水	0.7371
皎潔	0.7371
八千萬	0.7370
陵園	0.7369
大學城	0.7369
剪出	0.7369
手掌心	0.7368
一串串	0.7368
融通	0.7368
零用金	0.7367
昏庸	0.7367
用起來	0.7367
侄	0.7367
老淚	0.7367
提列	0.7367
串通	0.7367
鎖門	0.7366
跌下來	0.7366
桑樹	0.7366
搞懂	0.7365
禪學	0.7365
台數	0.7365
自提	0.7365
饋贈	0.7364
女奴	0.7364
書齋	0.7364
搞丟	0.7363
心術	0.7363
文士	0.7361
瓜農	0.7361
錦州	0.7361
布倫特	0.7361
擠上	0.7360
煩憂	0.7360
天羅地網	0.7359
長桌	0.7359
磨出	0.7358
風格化	0.7358
新屋鄉	0.7358
刻鐘	0.7358
磨平	0.7357
家傳	0.7357
排列成	0.7356
食髓知味	0.7355
東河鄉	0.7355
大不列顛	0.7355
布達	0.7355
籌備會	0.7354
雞毛蒜皮	0.7353
走音	0.7353
督學	0.7352
鹽埔	0.7351
瞄到	0.7351
進言	0.7351
劃一	0.7351
五六年	0.7350
後頸	0.7350
磨掉	0.7350
手抄	0.7350
巡官	0.7349
循序	0.7348
爆掉	0.7348
避不見面	0.7348
勝利組	0.7348
授業	0.7347
泳	0.7347
恍	0.7346
典章	0.7346
啤	0.7345
鋁製	0.7345
改弦易轍	0.7344
贍養費	0.7344
形上學	0.7343
袁枚	0.7343
性伴侶	0.7343
戲劇團	0.7343
托拉斯	0.7343
縱貫線	0.7342
鼓足	0.7342
引致	0.7341
工農	0.7341
長打	0.7341
跌勢	0.7340
獸醫院	0.7340
保護膜	0.7340
白斑	0.7340
遠期	0.7339
一動不動	0.7339
大白鯊	0.7339
吊床	0.7339
粗工	0.7338
說不清	0.7338
威斯康辛州	0.7338
民航機	0.7337
勝券在握	0.7337
牢不可破	0.7337
包裝盒	0.7336
凶暴	0.7336
疑神疑鬼	0.7335
端賴	0.7335
笑容可掬	0.7335
劉若英	0.7334
視點	0.7334
口信	0.7333
調頭	0.7333
濟助	0.7332
星宿	0.7332
水層	0.7332
停薪	0.7332
革除	0.7331
酬謝	0.7330
跳車	0.7330
修道士	0.7330
高力士	0.7330
主業	0.7330
暴露出來	0.7330
屁屁	0.7329
漕運	0.7329
年分	0.7328
隔牆	0.7328
鎖匠	0.7327
魚目混珠	0.7327
移民法	0.7327
外祖母	0.7327
宜興	0.7327
下唇	0.7327
紙屑	0.7326
稻農	0.7326
時光機	0.7325
愛爾蘭人	0.7325
狂想	0.7325
周知	0.7323
膨大	0.7323
低鹽	0.7323
適才	0.7322
頤指氣使	0.7322
空蕩	0.7321
踢開	0.7321
尿毒症	0.7320
排遺	0.7320
鼻梁	0.7320
麻麻	0.7319
馬斯洛	0.7319
清人	0.7319
社友	0.7318
深談	0.7318
諸般	0.7318
多管閒事	0.7318
戲團	0.7318
武漢市	0.7317
佇足	0.7316
北勢溪	0.7316
叮叮	0.7316
接回來	0.7315
新建案	0.7315
特快車	0.7315
變白	0.7314
晃蕩	0.7314
轉去	0.7314
剌	0.7314
誰人	0.7313
光火	0.7313
睡美人	0.7312
併排	0.7312
培育出來	0.7311
順水推舟	0.7311
濺起	0.7310
邪教	0.7310
金條	0.7308
阿志	0.7308
有生以來	0.7307
蘋果日報	0.7307
沖垮	0.7307
棉衣	0.7306
賤民	0.7306
實名制	0.7306
早洩	0.7305
光波	0.7305
急待	0.7305
成王	0.7304
拱形	0.7304
情傷	0.7304
手手	0.7303
副總幹事	0.7303
美鈔	0.7303
肄業	0.7303
正牌	0.7303
演講會	0.7303
二崙鄉	0.7302
斯巴達	0.7301
矯飾	0.7301
煞有介事	0.7301
簾	0.7300
超酷	0.7300
叮咚	0.7300
揪心	0.7300
車聲	0.7300
砍倒	0.7299
鳥叫聲	0.7299
加賀	0.7298
雅美族	0.7298
霍霍	0.7298
肥肥	0.7298
理科	0.7298
吐瓦魯	0.7295
銀彈	0.7295
刻苦耐勞	0.7295
分社	0.7295
新路	0.7294
檸檬皮	0.7293
遊客量	0.7293
擦汗	0.7292
古玩	0.7292
曳引機	0.7291
守歲	0.7290
拍起來	0.7289
竅	0.7289
蘇打綠	0.7288
詞人	0.7288
自種	0.7288
德拉克洛瓦	0.7287
脫垂	0.7287
翻白眼	0.7287
美國在台協會	0.7287
龍骨	0.7287
花種	0.7286
純種	0.7286
芥蒂	0.7285
思慕	0.7285
主餐	0.7285
節稅	0.7285
筆桿	0.7284
成田	0.7284
旱季	0.7284
鼓樂	0.7283
午門	0.7283
傷病	0.7282
引火	0.7282
十萬八千	0.7282
支助	0.7282
行伍	0.7281
道行	0.7281
阿勝	0.7281
三地門	0.7280
下身	0.7280
錦鯉	0.7279
北一女中	0.7279
親征	0.7279
鼠疫	0.7279
信口	0.7278
泡出	0.7278
小霸王	0.7278
不可理喻	0.7277
奔到	0.7277
二二	0.7277
煎到	0.7277
銅鑼鄉	0.7277
慕容復	0.7277
吐槽	0.7277
豐潤	0.7276
如履薄冰	0.7276
飄泊	0.7276
嗯哼	0.7276
惹毛	0.7276
稱奇	0.7275
改不了	0.7275
嘻笑	0.7275
收割機	0.7273
不在少數	0.7273
迦	0.7273
蔡琴	0.7273
安頓下來	0.7273
逆光	0.7273
施藥	0.7273
稀世	0.7273
立起來	0.7272
炮兵	0.7272
皮層	0.7272
跨出去	0.7272
瑜	0.7272
立起	0.7272
陳昇	0.7270
阿卡	0.7270
額葉	0.7269
肉醬	0.7269
實驗班	0.7269
黃燈	0.7268
靠不住	0.7268
山石	0.7267
省親	0.7267
麋	0.7267
語義	0.7267
迨	0.7267
失憶症	0.7267
味兒	0.7266
船廠	0.7265
飛蚊症	0.7265
設計界	0.7265
淪喪	0.7265
喪服	0.7263
分界線	0.7263
先王	0.7262
悠	0.7262
紗線	0.7262
鑼鼓喧天	0.7261
雞翅	0.7261
關帝	0.7261
敲鐘	0.7261
正傳	0.7261
殷商	0.7260
閒言閒語	0.7260
激發出來	0.7260
悖	0.7260
增益	0.7259
勞斯萊斯	0.7259
心生不滿	0.7258
庶	0.7258
無阻	0.7257
苦功	0.7255
西學	0.7254
中國城	0.7254
聲淚俱下	0.7254
皺巴巴	0.7253
銀器	0.7253
氨基酸	0.7253
明君	0.7252
釜底抽薪	0.7252
堂而皇之	0.7252
擊發	0.7251
燒水	0.7251
韃子	0.7250
領導權	0.7250
齷齪	0.7249
惶惑	0.7249
建築史	0.7249
下頭	0.7249
運球	0.7248
改任	0.7248
走山	0.7248
叫屈	0.7248
自來水管	0.7248
傾力	0.7247
好不了	0.7246
筋膜炎	0.7246
淡藍色	0.7246
歷史感	0.7246
胡桃	0.7246
豬圈	0.7246
簇	0.7246
缺陣	0.7246
分叉	0.7245
小攤	0.7245
基督教會	0.7244
背鰭	0.7244
月餘	0.7244
鎖緊	0.7243
漁權	0.7243
疾風	0.7243
族長	0.7243
阿弟	0.7243
鳳鳴	0.7243
淺藍	0.7243
在地化	0.7243
王冠	0.7243
棄嬰	0.7242
西苑	0.7242
墨守成規	0.7241
騙得	0.7241
減除	0.7241
休斯頓	0.7240
一葉蘭	0.7239
櫸木	0.7239
過獎	0.7238
狹路	0.7238
竊喜	0.7238
違失	0.7238
小新	0.7238
飄移	0.7237
崁	0.7237
定稿	0.7237
毀容	0.7237
英文系	0.7237
好幾百萬	0.7236
多言	0.7236
傀儡戲	0.7235
爆漿	0.7234
莫可奈何	0.7234
博大	0.7233
亂髮	0.7233
獸醫系	0.7232
千軍萬馬	0.7232
會客室	0.7231
岬角	0.7231
臻於	0.7230
技士	0.7230
偷閒	0.7230
榔頭	0.7230
馬林魚隊	0.7229
甲殼類	0.7229
訪華	0.7229
武俠片	0.7229
兵戎	0.7228
開平	0.7228
試金石	0.7228
子代	0.7227
賠罪	0.7226
比不過	0.7225
口誤	0.7225
虎頭埤	0.7225
人子	0.7225
贛	0.7224
概念化	0.7224
卡洛斯	0.7223
種上	0.7222
童養媳	0.7222
出息	0.7222
建起	0.7222
論治	0.7222
山牆	0.7221
砝碼	0.7221
相夫教子	0.7221
國劇	0.7220
辭行	0.7220
前題	0.7220
郵購	0.7220
小丁	0.7219
膠片	0.7219
京站	0.7219
渡邊	0.7219
烘乾機	0.7218
在下	0.7218
暖暖區	0.7218
藥粉	0.7217
大堡礁	0.7217
空洞化	0.7216
野孩子	0.7216
對數	0.7215
蠹	0.7215
何曾	0.7214
小叮噹	0.7213
亥	0.7213
剃髮	0.7212
藥癮	0.7211
巴斯	0.7211
牛肉湯	0.7211
流走	0.7211
歷史觀	0.7209
果陀	0.7209
仁德區	0.7209
好料	0.7209
湯姆克魯斯	0.7208
居留權	0.7208
工科	0.7208
低劑量	0.7208
海端鄉	0.7208
新華網	0.7208
毛驢	0.7207
電話鈴	0.7207
時效性	0.7207
燒燬	0.7206
致用	0.7206
艾蓮娜	0.7205
捏麵人	0.7205
生物界	0.7204
排進	0.7204
平地人	0.7204
借款人	0.7203
藥費	0.7203
順風耳	0.7203
分離式	0.7203
文化性	0.7203
鑽井	0.7202
直營店	0.7202
嘔心瀝血	0.7201
彈起	0.7201
量量	0.7200
退團	0.7200
共贏	0.7200
慕	0.7200
齊家	0.7199
統戰部	0.7199
美子	0.7199
鞋盒	0.7199
熬製	0.7198
沈從文	0.7197
光感	0.7197
決定論	0.7197
一間間	0.7196
鉛球	0.7195
歡騰	0.7194
科幻片	0.7194
須臾	0.7194
初冬	0.7194
守寡	0.7194
愛面子	0.7193
來者	0.7193
拜登	0.7193
偃	0.7192
邁可	0.7192
莒光號	0.7192
佛號	0.7191
果核	0.7191
地物	0.7191
幽禁	0.7189
黃石	0.7189
光暈	0.7189
溢出來	0.7188
備至	0.7188
文藻	0.7188
羅絲	0.7188
言聽計從	0.7188
搜尋到	0.7187
草花	0.7187
抓回來	0.7186
原擬	0.7186
火藥庫	0.7185
招待會	0.7185
苦主	0.7185
散光	0.7184
檀香	0.7184
坐回	0.7184
疑案	0.7184
青松	0.7183
台客	0.7183
布宜諾斯艾利斯	0.7183
股王	0.7182
叔本華	0.7182
痛痛	0.7182
譯注	0.7181
約瑟	0.7181
痴呆	0.7181
國姓鄉	0.7181
天仙	0.7181
多事	0.7181
蕙	0.7181
汽缸	0.7181
後起之秀	0.7181
資生堂	0.7180
產假	0.7180
小草	0.7180
錯事	0.7180
鏖戰	0.7180
割稻機	0.7179
行商	0.7178
環礁	0.7178
用事	0.7176
力作	0.7176
黃州	0.7176
臃腫	0.7176
標新立異	0.7176
奧克拉荷馬州	0.7175
割開	0.7175
肅貪	0.7173
指揮棒	0.7172
伏爾泰	0.7172
古木	0.7171
權術	0.7170
一言不合	0.7170
面不改色	0.7169
完稿	0.7169
四腳朝天	0.7169
穿衣	0.7169
傳揚	0.7167
篠	0.7167
無以為繼	0.7167
通氣	0.7166
桃源區	0.7166
不智	0.7166
阿爾卑斯	0.7166
傳達出來	0.7165
苦修	0.7163
一絲不掛	0.7163
雙眉	0.7162
併攏	0.7161
祐	0.7161
排華	0.7161
殞落	0.7161
藻井	0.7161
畫素	0.7160
隅	0.7159
閒散	0.7159
奇葩	0.7159
開光	0.7158
筆鋒	0.7157
