# qstring	phrase	weight	tags
YcWe	業配	-1.75	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
UGTJ	桃猿	-1.75	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
QEO_2_nH	財富自由	-1.76	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
BbE0	勒斯	-1.76	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
L`]OMd	下禮拜	-1.77	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
yh_`	幹話	-1.77	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
sOE0	魯斯	-1.73	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
CEBY	台版	-1.75	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
x7R0i_	高機率	-1.80	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
ZYlj	免運	-1.72	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
wT=_0_	海力士	-1.72	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
@0PO	吃屎	-1.81	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
O_E<{hUk	富邦悍將	-1.78	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
eaad	烙賽	-1.80	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
R0CE	機台	-1.78	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
<i6WU35E	電腦科學	-1.77	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
3e3gTO	快笑死	-1.82	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
Yecf3g	廢到笑	-1.83	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
?;wl	分眾	-1.77	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
DYs2	滿多	-1.83	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
91vU	阿北	-1.79	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
=_?E	立牌	-1.82	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
T0kO	西武	-1.75	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
9>PAn?4k	中華職棒	-1.82	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
:97:	收單	-1.83	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
4Q4Q	爪爪	-1.76	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
FMq=ad	明星賽	-1.74	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
pgK_];	購物金	-1.77	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
2_nHp?_f	自由時報	-1.84	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
lTlT	欸欸	-1.79	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
08_\	超猛	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
K9DJ	揪團	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
VemlTJCi	被動元件	-1.80	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
B_];rFNO	迄今為止	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
DkpaL_uA1g	上座部佛教	-1.76	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
>@=`=MuA	菩薩成佛	-1.82	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0iVO	占比	-1.83	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
p?H<k0uA	十方諸佛	-1.88	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
th0\o=	梵網經	-1.89	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
N_T:0J	目犍連	-1.89	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
sO<C	魯蛇	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
eaE0	洛斯	-1.85	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
g5A_	開季	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
=M0_KbA_A0	程式設計師	-1.82	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
RPea	卡洛	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0_O@	世足	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
O@{HTJ	足球員	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
=_2:	利安	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
T0A1	希拉	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
BY{J	阪神	-1.82	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
C7|?	威尼	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
:CqgKP	折扣碼	-1.80	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
xUWBEiLP	美國憲法	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
~LrA	彭博	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
A1R0	拉基	-1.90	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
PMBb	情勒	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
I1_`[1	插畫家	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
E0zj	私訊	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
1UdMKb	彩虹社	-1.92	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
xUWBn?4k	美國職棒	-1.84	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
08yIu?	超便宜	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
];vH	金流	-1.89	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
lT=@0_	欸不是	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
WeNj	配信	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
08ZX	超久	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
K0D8	低消	-1.89	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
0JE<F:5_TJ	聯邦參議員	-1.90	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
tO9K	古林	-1.78	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
jK5_	群益	-1.85	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
o=A_=Mb[	經濟成長	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
^Pe]	亞爾	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
mRZo	怎麽	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
xUF00i\=	美伊戰爭	-1.92	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
6Cpa9Rqh	合作夥伴	-1.90	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
aG<CT3IX	饒舌歌手	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
=fA0	繪師	-1.89	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
ml_`A0	動畫師	-1.90	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
91Db	阿克	-1.90	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
lg:baM	鬥惡龍	-1.92	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
}I}IJ`	甜甜價	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
:W:Wzh	好好看	-1.94	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
r5E0	塞斯	-1.86	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
G:=_	三立	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
{?E0	提斯	-1.88	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
A0}^	失智	-1.90	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
FM_G	鳴潮	-1.89	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
CE1_	台日	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
p7QE	包材	-1.95	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
KlkO	正五	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
:W4i	好讚	-1.92	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
u[Mi2:	蔣萬安	-1.83	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
CExU	台美	-1.89	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
:C:C	哲哲	-1.88	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
7fPO	隊史	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
<@@j	無印	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
cOBY	洗版	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
n:mOKloO	川普政府	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
L`M9	下修	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
|_I7	大推	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
|J1U|J	人踩人	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
PA0>	華通	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
PAIXR0	滑手機	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
CENd	台派	-1.94	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
y@[V	啥鬼	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
rA:L	伯洋	-1.80	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
c=Ycm@	英業達	-1.90	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
I72a	推播	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
C2}?_;	玻璃心	-1.97	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
lIdI	韓漫	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
}Up7	壘包	-1.90	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
Lde]m@	愛爾達	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
Efx7v4	最高階	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
FMq=7f	明星隊	-1.87	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
BWF:<i	早餐店	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
R0E0	基斯	-1.94	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
9W@b	考特	-1.95	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
IY|Jp7	懶人包	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
=_Db	利克	-1.97	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
sTN_	乃木	-1.95	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
3eRY<i	快閃店	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
2fm5	未拆	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
0Tm@|?if	鐵達尼號	-1.84	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0Z[Og5=1	軟體開發	-1.92	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
|_=_	大立	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
rF2@|?^P89	維吉尼亞州	-1.94	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
vHwI01	留言區	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
0>zj0Z[O	通訊軟體	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
A@J`	毒駕	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
|Yuh	轉蛋	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
MP<iml	打電動	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
0ZRl[O	軟硬體	-1.97	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
zJrA:L	沈伯洋	-1.82	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
lTlTlT	欸欸欸	-1.92	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
0WV_5C	保護殼	-1.97	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
~L~L	朋朋	-2.00	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
e0AX	估狗	-1.99	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
:WC]L_	好恐怖	-1.99	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
PO9W	史考	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
wl{J	眾神	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
B2B2B2B2	喔喔喔喔	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
C0zjC_?]	資訊系統	-1.93	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
e\B@	梗圖	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
Q;^=	音聲	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
@b[[mO	特朗普	-1.91	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
JYy<TJCi	感光元件	-1.97	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
|_x_ZY	大罷免	-1.97	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
o=9i}^qf	晶片製造	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
NZm:	粉專	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
p?n:	石川	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
KPe]	瑪爾	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
:WlT	好欸	-2.01	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
af0C	茂德	-1.96	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
JYNb	感測	-1.94	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
O_EM	負評	-1.98	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
08sh	超慢	-2.01	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
