# qstring	phrase	weight	tags
2@?;	級分	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
2_ml_`C_?]	自動化系統	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
EY\0t2E<	反烏托邦	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
cO6:	喜翻	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
4_4Csh_`	四格漫畫	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
0i<[	戰損	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
sh:_	曼蒂	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
LPVO2:	法比安	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
p=0C=>	清德宗	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
<f{?	潰堤	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
vh}^{K	炭治郎	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
p?3a	石破	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
Rl[OJ`pg	硬體架構	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
:_Emgj2f	第二順位	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
ljmlad0_	運動賽事	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
BZ>CBkLd	選擇障礙	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
wlp4	重貼	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
KM0_	零式	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
3>[3S_Ei	公車路線	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
TJ`_	原宿	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
F:BZC04C	參選資格	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
U<YcLPci	商業法院	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
R0cI	基盤	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
NPVB?E	塔羅牌	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
^Hvf1_	投票日	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
4KT:^HC0	民間投資	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
E0N_tOaJ	私募股權	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
jPrFE0	賈維斯	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
x7}M0_01	高雄市區	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
aJ:iQ=J1	全面封殺	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
ok^=	創生	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
2@M<	吉岡	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
:_H<NdC_	地方派系	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
5E1g	学校	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
4WKZ	島本	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
E0Bbd=	思樂冰	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
:9B@	收圖	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
0\S_0_ec	網路世界	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
S0wT	七海	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
3_Db1gkG	刺客教條	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
IXBk	手帳	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
Kl}^^=Ul	政治生命	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
4KzOLP}^	民主法治	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
5_TJrgBZ|J	議員候選人	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
6J}I	鹹甜	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
p?[OBY	實體版	-2.20	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
p1U:\_	花千樹	-2.23	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
WdDb<jK_	駭客任務	-2.25	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
O]}I	永田	-2.25	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
`Zd=0_	飲冰室	-2.26	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
\_2fBY	數位版	-2.26	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
6CiIKloO	荷蘭政府	-2.27	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
KME<	羚邦	-2.28	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
k0{J[Lr;	諸神黃昏	-2.29	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
RPeae]	卡洛爾	-2.29	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
4_Yc	四葉	-2.30	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
NPR0E0	塔基斯	-2.30	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
^P^:	亞灣	-2.30	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
Ld]O	愛理	-2.30	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
KP9K	瑪琳	-2.30	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
3>[3E0R0	公車司機	-2.31	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
qlw[7:[3	共享單車	-2.32	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
@@af	服貿	-2.32	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
|YI7	轉推	-2.32	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
<iRO^Hvf	電子投票	-2.32	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
}g9P0iA_	幼女戰記	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
]OJ;<h	李貞秀	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
x8|?	歐尼	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
Ei0_5_TJ	縣市議員	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
6WkMQk	腦容量	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
`MR@Yc	農漁業	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
<i6W0_c[	電腦市場	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
<i0_BY	電視版	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
Q;6d	音楽	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
J`];	價金	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
@b=_\0	特力屋	-2.33	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
D1C2	哈波	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
N:>C	天澤	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
3eMPqiQ=	快打旋風	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
uI[O	殘體	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
K_J`cV6[	物價水準	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
2_I7	自推	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
2_KX`f	自走砲	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
4aNFda	莫雷諾	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
cRYc	葛葉	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
WB[1QdFW7f	國家代表隊	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
`ZWYBL	尹衍樑	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
K_th	物販	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
PO>C	矢澤	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
p?nHLjlj	石油禁運	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
2_mltA0_	自動模式	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
C0RP	茲卡	-2.34	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
L_FM|J0_	不明人士	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
hIlIL]?]	南韓總統	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
D1=`	哈薩	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
R@BbQYYc	娛樂產業	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
T0ea	希洛	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
`lC2Dd	性剝削	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
wT|J	海人	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
iIz?	藍迪	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
<i6Wo=9i	電腦晶片	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
a_pg7:	預購單	-2.35	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
hI\[[30i	南港車站	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
TJ^=?0TJ	原生支援	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
8938IJ^l	周遭環境	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0ilgC_?]	戰鬥系統	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
KZ9j	本陣	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
X[ph|_SW	檔案大小	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
}I^P	田雅	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
J;p?L;}i	真實身分	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
T0MP	西打	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
damJLY	諾門罕	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
Wevf	配票	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
B_Yc>C<j	企業責任	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0WV_=_	保護力	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
=M0_^l\==_	城市競爭力	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
|_gI	大潭	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
SdXO2@	奈米級	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
KlCd<@K_	正確無誤	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
nOq=	母星	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
O]_l	永慶	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
S_Q;S_r\	錄音錄影	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
X[DJL]mf	黨團總召	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
X[L_zORV	黨部主委	-2.36	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
|JBXxdvH	人口外流	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
K0Q;if	低音號	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
V:LYV:CM	先喊先贏	-2.41	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
3>E0~Kif	公司行號	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
RP?EnHC_	卡牌遊戲	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
CE^:Ci0W	台灣健保	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
|_K68f	大衰退	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
9P`l:_2f	女性地位	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
3>4W	宮島	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
7f:>R0];	對沖基金	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
A_\_L74C	技術規格	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
9K[1aM	林佳龍	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
3@^P	琪亞	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
Kb=fZ_LE	社會住宅	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
:_F0uh	第一彈	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
o={JAM:i	精神層面	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0\S_QMD8	網路行銷	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
pf^l	繞境	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
4a4a	莫莫	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0JPA	蓮華	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
QWQW	角角	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
A@4a	讀墨	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
0>?0Nj	通知信	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
KlGK5i	鄭文燦	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
g5W7	開催	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
<i3>	電供	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
x7];`_IF	高金素梅	-2.41	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
|OXi	鼠患	-2.37	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
okYc[1	創業家	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
xdv4RlOD	外接硬碟	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
A0Yc:hA_	失業救濟	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0Cu?	德儀	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
KlNbzOS<	政策主張	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
Ef9>_`	最終話	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
2fEEU3A_	未來科技	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
wICR	研所	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
vfRP	票卡	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
4MTJQYYc	能源產業	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
nHC_=1QM	遊戲發行	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
wK4>C_?]	防空系統	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
tALPaf	魔法帽	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
tA{H	魔球	-2.38	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-ptt
8iT0`l	便攜性	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
8XWk5_|J	偶像藝人	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
`_B8}^bZ	塑膠製品	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
JY3EC_?]	感覺系統	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
k0@j	朱印	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
B_Q;	氣音	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-plurk,src-wiki
VB=_	羅莉	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
8i4C`l	變革性	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
C0zjA_\_	資訊技術	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
0Z[OBYKZ	軟體版本	-2.39	chiaki-web-overlay,reviewed,web-corpus,sources2-plus-plurk,compositional-reviewed,multimax4,max5,src-ptt,src-wiki
